UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
448196,2,R,276,R,0,R,27,R,249
448196,3,R,276,R,0,R,27,R,249
448220,1,R,212,A,,A,,R,212
448220,2,R,212,A,,A,,R,212
448220,3,R,212,A,,A,,R,212
448239,1,R,178,A,,A,,R,178
448239,2,R,178,A,,A,,R,178
448239,3,R,178,A,,A,,R,178
448248,1,R,5465,A,,A,,R,5465
448248,2,R,5465,A,,A,,R,5465
448248,3,R,3846,A,,A,,R,3846
448248,11,R,1619,A,,A,,R,1619
448257,1,R,100,A,,A,,R,100
448257,2,R,100,A,,A,,R,100
448257,3,R,100,A,,A,,R,100
448275,1,R,33,A,,A,,R,33
448275,2,R,33,A,,A,,R,33
448275,3,R,33,A,,A,,R,33
448372,1,R,312,R,0,R,164,R,148
448372,2,R,312,R,0,R,164,R,148
448372,3,R,312,R,0,R,164,R,148
448424,1,R,95,A,,A,,R,95
448424,2,R,95,A,,A,,R,95
448424,3,R,95,A,,A,,R,95
448433,1,R,1594,A,,A,,R,1594
448433,2,R,1594,A,,A,,R,1594
448433,3,R,1594,A,,A,,R,1594
448594,1,R,6364,R,3336,R,2214,R,814
448594,2,R,6364,R,3336,R,2214,R,814
448594,3,R,4438,R,1679,R,2136,R,623
448594,11,R,1926,R,1657,R,78,R,191
448600,1,R,198,R,31,R,167,R,0
448600,2,R,198,R,31,R,167,R,0
448600,3,R,198,R,31,R,167,R,0
448646,1,R,238,A,,A,,R,238
448646,2,R,238,A,,A,,R,238
448646,3,R,238,A,,A,,R,238
448673,1,R,2375,R,1177,R,393,R,805
448673,2,R,2375,R,1177,R,393,R,805
448673,3,R,2374,R,1176,R,393,R,805
448673,11,R,1,R,1,R,0,R,0
448691,1,R,215,R,215,Z,0,R,0
448691,12,R,215,R,215,Z,0,R,0
448770,1,R,432,A,,A,,R,432
448770,2,R,432,A,,A,,R,432
448770,3,R,432,A,,A,,R,432
448798,1,R,198,A,,A,,R,198
448798,2,R,198,A,,A,,R,198
448798,3,R,198,A,,A,,R,198
448859,1,R,142,A,,A,,R,142
448859,2,R,142,A,,A,,R,142
448859,3,R,142,A,,A,,R,142
448895,1,R,986,A,,A,,R,986
448895,2,R,986,A,,A,,R,986
448895,3,R,986,A,,A,,R,986
449038,1,R,2127,R,2120,R,7,R,0
449038,2,R,1859,R,1854,R,5,R,0
449038,3,R,1859,R,1854,R,5,R,0
449038,12,R,268,R,266,R,2,R,0
449074,1,R,797,R,0,R,0,R,797
449074,2,R,797,R,0,R,0,R,797
449074,3,R,797,R,0,R,0,R,797
449083,1,R,516,Z,0,R,16,R,500
449083,2,R,516,Z,0,R,16,R,500
449083,3,R,516,Z,0,R,16,R,500
449092,1,R,547,R,0,R,22,R,525
449092,2,R,547,R,0,R,22,R,525
449092,3,R,547,R,0,R,22,R,525
449135,1,R,366,R,0,R,268,R,98
449135,2,R,360,R,0,R,268,R,92
449135,3,R,360,R,0,R,268,R,92
449135,12,R,6,A,,A,,R,6
449250,1,R,1116,R,0,R,264,R,852
449250,2,R,1116,R,0,R,264,R,852
449250,3,R,1116,R,0,R,264,R,852
449311,1,R,259,A,,A,,R,259
449311,2,R,259,A,,A,,R,259
449311,3,R,259,A,,A,,R,259
449320,1,R,1461,A,,A,,R,1461
449320,2,R,1461,A,,A,,R,1461
449320,3,R,1461,A,,A,,R,1461
449339,1,R,95158,R,95158,A,,A,
449339,2,R,77630,R,77630,A,,A,
449339,3,R,73624,R,73624,A,,A,
449339,11,R,4006,R,4006,A,,A,
449339,12,R,17528,R,17528,A,,A,
449348,1,R,152,R,34,R,50,R,68
449348,2,R,106,R,26,R,42,R,38
449348,3,R,105,R,26,R,42,R,37
449348,11,R,1,R,0,R,0,R,1
449348,12,R,46,R,8,R,8,R,30
449357,1,R,131,A,,A,,R,131
449357,2,R,131,A,,A,,R,131
449357,3,R,131,A,,A,,R,131
449384,1,R,1013,R,346,R,20,R,647
449384,2,R,1013,R,346,R,20,R,647
449384,3,R,366,R,0,R,0,R,366
449384,11,R,647,R,346,R,20,R,281
449393,1,R,132,A,,A,,R,132
449393,2,R,132,A,,A,,R,132
449393,3,R,132,A,,A,,R,132
449445,1,R,80,A,,A,,R,80
449445,2,R,80,A,,A,,R,80
449445,3,R,80,A,,A,,R,80
449454,1,R,63,A,,A,,R,63
449454,2,R,63,A,,A,,R,63
449454,3,R,63,A,,A,,R,63
449463,1,R,346,A,,A,,R,346
449463,2,R,346,A,,A,,R,346
449463,3,R,346,A,,A,,R,346
449472,1,R,155,A,,A,,R,155
449472,2,R,155,A,,A,,R,155
449472,3,R,155,A,,A,,R,155
449481,1,R,71,R,0,R,61,R,10
449481,12,R,71,R,0,R,61,R,10
449490,1,R,106,A,,A,,R,106
449490,2,R,106,A,,A,,R,106
449490,3,R,106,A,,A,,R,106
449506,1,R,424,R,116,R,46,R,262
449506,2,R,424,R,116,R,46,R,262
449506,3,R,424,R,116,R,46,R,262
449524,1,R,223,R,0,R,223,R,0
449524,2,R,223,R,0,R,223,R,0
449524,3,R,223,R,0,R,223,R,0
449533,1,R,96,A,,A,,R,96
449533,2,R,96,A,,A,,R,96
449533,3,R,96,A,,A,,R,96
449603,1,R,261,A,,A,,R,261
449603,2,R,261,A,,A,,R,261
449603,3,R,261,A,,A,,R,261
449612,1,R,110,R,0,R,8,R,102
449612,2,R,110,R,0,R,8,R,102
449612,3,R,110,R,0,R,8,R,102
449658,1,R,145,A,,A,,R,145
449658,2,R,145,A,,A,,R,145
449658,3,R,145,A,,A,,R,145
449676,1,R,395,A,,A,,R,395
449676,2,R,395,A,,A,,R,395
449676,3,R,395,A,,A,,R,395
449685,1,R,436,A,,A,,R,436
449685,2,R,436,A,,A,,R,436
449685,3,R,436,A,,A,,R,436
449700,1,R,1038,A,,A,,R,1038
449700,2,R,1038,A,,A,,R,1038
449700,3,R,1038,A,,A,,R,1038
449728,1,R,351,R,0,R,350,R,1
449728,2,R,351,R,0,R,350,R,1
449728,3,R,351,R,0,R,350,R,1
449764,1,R,202,R,15,R,173,R,14
449764,2,R,184,R,15,R,157,R,12
449764,3,R,179,R,13,R,154,R,12
449764,11,R,5,R,2,R,3,R,0
449764,12,R,18,R,0,R,16,R,2
449773,1,R,301,R,219,R,82,R,0
449773,2,R,301,R,219,R,82,R,0
449773,3,R,301,R,219,R,82,R,0
449782,1,R,60,A,,A,,R,60
449782,2,R,60,A,,A,,R,60
449782,3,R,60,A,,A,,R,60
449807,1,R,143,A,,A,,R,143
449807,2,R,143,A,,A,,R,143
449807,3,R,143,A,,A,,R,143
449816,1,R,1172,A,,A,,R,1172
449816,2,R,1172,A,,A,,R,1172
449816,3,R,756,A,,A,,R,756
449816,11,R,416,A,,A,,R,416
449834,1,R,41,R,9,R,14,R,18
449834,2,R,2,A,,A,,R,2
449834,3,R,2,A,,A,,R,2
449834,12,R,39,R,9,R,14,R,16
449861,1,R,162,R,0,R,162,R,0
449861,2,R,162,R,0,R,162,R,0
449861,3,R,162,R,0,R,162,R,0
449870,1,R,178,R,3,R,70,R,105
449870,2,R,61,R,0,R,10,R,51
449870,3,R,44,R,0,R,10,R,34
449870,11,R,17,R,0,R,0,R,17
449870,12,R,117,R,3,R,60,R,54
449889,1,R,18248,R,18248,A,,A,
449889,2,R,408,R,408,A,,A,
449889,3,R,408,R,408,A,,A,
449889,12,R,17840,R,17840,A,,A,
449898,1,R,1319,R,593,R,286,R,440
449898,2,R,722,R,319,R,227,R,176
449898,3,R,722,R,319,R,227,R,176
449898,12,R,597,R,274,R,59,R,264
449904,1,R,386,A,,A,,R,386
449904,2,R,386,A,,A,,R,386
449904,3,R,386,A,,A,,R,386
449922,1,R,131,A,,A,,R,131
449922,12,R,131,A,,A,,R,131
449959,1,R,191,A,,A,,R,191
449959,2,R,191,A,,A,,R,191
449959,3,R,191,A,,A,,R,191
449968,1,R,436,A,,A,,R,436
449968,2,R,436,A,,A,,R,436
449968,3,R,436,A,,A,,R,436
449977,1,R,207,A,,A,,R,207
449977,2,R,207,A,,A,,R,207
449977,3,R,207,A,,A,,R,207
449986,1,R,411,A,,A,,R,411
449986,2,R,411,A,,A,,R,411
449986,3,R,411,A,,A,,R,411
449995,1,R,104,A,,A,,R,104
449995,2,R,104,A,,A,,R,104
449995,3,R,104,A,,A,,R,104
450058,1,R,1087,R,0,R,795,R,292
450058,2,R,1087,R,0,R,795,R,292
450058,3,R,1087,R,0,R,795,R,292
450067,1,R,662,R,0,R,455,R,207
450067,2,R,662,R,0,R,455,R,207
450067,3,R,662,R,0,R,455,R,207
450128,1,R,794,R,355,R,124,R,315
450128,2,R,794,R,355,R,124,R,315
450128,3,R,794,R,355,R,124,R,315
450298,1,R,347,R,344,R,3,R,0
450298,2,R,303,R,301,R,2,R,0
450298,3,R,303,R,301,R,2,R,0
450298,12,R,44,R,43,R,1,R,0
450304,1,R,134,R,16,R,62,R,56
450304,12,R,134,R,16,R,62,R,56
450377,1,R,2221,R,2217,R,4,R,0
450377,2,R,2045,R,2042,R,3,R,0
450377,3,R,2045,R,2042,R,3,R,0
450377,12,R,176,R,175,R,1,R,0
450395,1,R,235,A,,A,,R,235
450395,2,R,235,A,,A,,R,235
450395,3,R,235,A,,A,,R,235
450401,1,R,651,R,21,R,15,R,615
450401,2,R,651,R,21,R,15,R,615
450401,3,R,651,R,21,R,15,R,615
450571,1,R,307,R,187,R,105,R,15
450571,2,R,307,R,187,R,105,R,15
450571,3,R,307,R,187,R,105,R,15
450599,1,R,124,A,,A,,R,124
450599,2,R,124,A,,A,,R,124
450599,3,R,124,A,,A,,R,124
450605,1,R,118,A,,A,,R,118
450605,2,R,118,A,,A,,R,118
450605,3,R,118,A,,A,,R,118
450614,1,R,223,A,,A,,R,223
450614,2,R,223,A,,A,,R,223
450614,3,R,223,A,,A,,R,223
450632,1,R,147,R,0,R,20,R,127
450632,2,R,147,R,0,R,20,R,127
450632,3,R,147,R,0,R,20,R,127
450641,1,R,480,A,,A,,R,480
450641,2,R,480,A,,A,,R,480
450641,3,R,480,A,,A,,R,480
450650,1,R,363,A,,A,,R,363
450650,2,R,363,A,,A,,R,363
450650,3,R,363,A,,A,,R,363
450696,1,R,686,R,0,R,414,R,272
450696,2,R,686,R,0,R,414,R,272
450696,3,R,686,R,0,R,414,R,272
450711,1,R,139,A,,A,,R,139
450711,2,R,139,A,,A,,R,139
450711,3,R,139,A,,A,,R,139
450720,1,R,975,A,,A,,R,975
450720,2,R,975,A,,A,,R,975
450720,3,R,975,A,,A,,R,975
450933,1,R,30425,R,30425,A,,A,
450933,2,R,21967,R,21967,A,,A,
450933,3,R,21793,R,21793,A,,A,
450933,11,R,174,R,174,A,,A,
450933,12,R,8458,R,8458,A,,A,
450951,1,R,234,A,,A,,R,234
450951,2,R,234,A,,A,,R,234
450951,3,R,234,A,,A,,R,234
450960,1,R,750,R,37,R,0,R,713
450960,2,R,750,R,37,R,0,R,713
450960,3,R,750,R,37,R,0,R,713
450988,1,P,326,A,,A,,P,326
450988,2,P,326,A,,A,,P,326
450988,3,P,326,A,,A,,P,326
451042,1,R,46,A,,A,,R,46
451042,2,R,46,A,,A,,R,46
451042,3,R,46,A,,A,,R,46
451051,1,R,167,A,,A,,R,167
451051,2,R,167,A,,A,,R,167
451051,3,R,167,A,,A,,R,167
451079,1,R,70,A,,A,,R,70
451079,12,R,70,A,,A,,R,70
451097,1,R,155,A,,A,,R,155
451097,2,R,155,A,,A,,R,155
451097,3,R,155,A,,A,,R,155
451103,1,R,3011,R,1661,R,0,R,1350
451103,2,R,1155,A,,A,,R,1155
451103,3,R,1155,A,,A,,R,1155
451103,12,R,1856,R,1661,Z,0,R,195
451149,1,R,1544,A,,A,,R,1544
451149,2,R,1544,A,,A,,R,1544
451149,3,R,1544,A,,A,,R,1544
451158,1,R,1213,A,,A,,R,1213
451158,2,R,1213,A,,A,,R,1213
451158,3,R,1213,A,,A,,R,1213
451167,1,R,257,A,,A,,R,257
451167,2,R,257,A,,A,,R,257
451167,3,R,257,A,,A,,R,257
451194,1,R,40,A,,A,,R,40
451194,2,R,40,A,,A,,R,40
451194,3,R,40,A,,A,,R,40
451228,1,R,2109,R,2030,R,79,R,0
451228,2,R,2109,R,2030,R,79,R,0
451228,3,R,2109,R,2030,R,79,R,0
451237,1,R,332,A,,A,,R,332
451237,2,R,332,A,,A,,R,332
451237,3,R,332,A,,A,,R,332
451255,1,R,95,A,,A,,R,95
451255,2,R,95,A,,A,,R,95
451255,3,R,95,A,,A,,R,95
451282,1,R,324,A,,A,,R,324
451282,2,R,324,A,,A,,R,324
451282,3,R,324,A,,A,,R,324
451291,1,R,19,R,0,R,17,R,2
451291,2,R,19,R,0,R,17,R,2
451291,3,R,19,R,0,R,17,R,2
451307,1,R,115,A,,A,,R,115
451307,2,R,115,A,,A,,R,115
451307,3,R,115,A,,A,,R,115
451316,1,R,102,A,,A,,R,102
451316,2,R,102,A,,A,,R,102
451316,3,R,102,A,,A,,R,102
451334,1,R,425,A,,A,,R,425
451334,2,R,425,A,,A,,R,425
451334,3,R,425,A,,A,,R,425
451343,1,R,153,A,,A,,R,153
451343,2,R,153,A,,A,,R,153
451343,3,R,153,A,,A,,R,153
451352,1,R,601,R,3,R,0,R,598
451352,2,R,601,R,3,R,0,R,598
451352,3,R,601,R,3,R,0,R,598
451370,1,R,81,A,,A,,R,81
451370,2,R,81,A,,A,,R,81
451370,3,R,81,A,,A,,R,81
451398,1,R,258,A,,A,,R,258
451398,2,R,258,A,,A,,R,258
451398,3,R,258,A,,A,,R,258
451404,1,R,516,A,,A,,R,516
451404,2,R,516,A,,A,,R,516
451404,3,R,516,A,,A,,R,516
451413,1,R,654,R,0,R,56,R,598
451413,2,R,654,R,0,R,56,R,598
451413,3,R,654,R,0,R,56,R,598
451468,1,R,709,R,0,R,503,R,206
451468,2,R,709,R,0,R,503,R,206
451468,3,R,709,R,0,R,503,R,206
451477,1,R,1559,R,1368,R,91,R,100
451477,2,R,1559,R,1368,R,91,R,100
451477,3,R,1558,R,1368,R,90,R,100
451477,11,R,1,R,0,R,1,R,0
451495,1,R,383,R,293,Z,0,R,90
451495,2,R,383,R,293,Z,0,R,90
451495,3,R,383,R,293,Z,0,R,90
451501,1,R,458,A,,A,,R,458
451501,2,R,458,A,,A,,R,458
451501,3,R,458,A,,A,,R,458
451510,1,R,706,R,0,R,7,R,699
451510,12,R,706,R,0,R,7,R,699
451529,1,R,85,A,,A,,R,85
451529,2,R,85,A,,A,,R,85
451529,3,R,85,A,,A,,R,85
451547,1,R,28,A,,A,,R,28
451547,2,R,28,A,,A,,R,28
451547,3,R,28,A,,A,,R,28
451556,1,R,3807,R,339,R,3468,R,0
451556,2,R,3739,R,271,R,3468,R,0
451556,3,R,3739,R,271,R,3468,R,0
451556,12,R,68,R,68,Z,0,R,0
451565,1,R,334,A,,A,,R,334
451565,2,R,334,A,,A,,R,334
451565,3,R,334,A,,A,,R,334
451574,1,R,259,A,,A,,R,259
451574,2,R,259,A,,A,,R,259
451574,3,R,259,A,,A,,R,259
451583,1,R,1964,A,,A,,R,1964
451583,2,R,1964,A,,A,,R,1964
451583,3,R,1620,A,,A,,R,1620
451583,11,R,344,A,,A,,R,344
451626,1,R,107,A,,A,,R,107
451626,2,R,107,A,,A,,R,107
451626,3,R,107,A,,A,,R,107
451714,1,R,539,A,,A,,R,539
451714,2,R,539,A,,A,,R,539
451714,3,R,539,A,,A,,R,539
451750,1,R,1359,R,0,R,547,R,812
451750,2,R,1359,R,0,R,547,R,812
451750,3,R,1345,R,0,R,533,R,812
451750,11,R,14,R,0,R,14,R,0
451857,1,R,122,Z,0,R,122,R,0
451857,2,R,122,Z,0,R,122,R,0
451857,3,R,122,Z,0,R,122,R,0
451866,1,R,518,Z,0,R,518,R,0
451866,2,R,518,Z,0,R,518,R,0
451866,3,R,518,Z,0,R,518,R,0
451918,1,R,195,R,0,R,3,R,192
451918,2,R,195,R,0,R,3,R,192
451918,3,R,195,R,0,R,3,R,192
451927,1,R,430,R,47,R,0,R,383
451927,2,R,430,R,47,R,0,R,383
451927,3,R,380,R,16,R,0,R,364
451927,11,R,50,R,31,R,0,R,19
452009,1,R,78,A,,A,,R,78
452009,2,R,78,A,,A,,R,78
452009,3,R,78,A,,A,,R,78
452072,1,R,59,R,0,R,20,R,39
452072,2,R,59,R,0,R,20,R,39
452072,3,R,59,R,0,R,20,R,39
452081,1,R,2411,R,2197,R,114,R,100
452081,2,R,2411,R,2197,R,114,R,100
452081,3,R,2411,R,2197,R,114,R,100
452106,1,R,67,A,,A,,R,67
452106,2,R,67,A,,A,,R,67
452106,3,R,67,A,,A,,R,67
452124,1,R,589,R,0,R,395,R,194
452124,2,R,589,R,0,R,395,R,194
452124,3,R,589,R,0,R,395,R,194
452373,1,R,515,R,5,R,504,R,6
452373,2,R,515,R,5,R,504,R,6
452373,3,R,515,R,5,R,504,R,6
452771,1,R,34,A,,A,,R,34
452771,2,R,34,A,,A,,R,34
452771,3,R,34,A,,A,,R,34
452780,1,R,23,A,,A,,R,23
452780,2,R,23,A,,A,,R,23
452780,3,R,23,A,,A,,R,23
452887,1,R,113,A,,A,,R,113
452887,2,R,113,A,,A,,R,113
452887,3,R,113,A,,A,,R,113
452948,1,R,890,R,0,R,890,R,0
452948,2,R,890,R,0,R,890,R,0
452948,3,R,890,R,0,R,890,R,0
453163,1,R,4891,R,4877,R,14,R,0
453163,2,R,4350,R,4336,R,14,R,0
453163,3,R,4350,R,4336,R,14,R,0
453163,12,R,541,R,541,Z,0,R,0
453215,1,R,1368,R,1368,Z,0,R,0
453215,2,R,1229,R,1229,Z,0,R,0
453215,3,R,1227,R,1227,Z,0,R,0
453215,11,R,2,R,2,Z,0,R,0
453215,12,R,139,R,139,Z,0,R,0
453297,1,R,32,A,,A,,R,32
453297,2,R,32,A,,A,,R,32
453297,3,R,32,A,,A,,R,32
453756,1,R,143,R,0,R,143,R,0
453756,2,R,143,R,0,R,143,R,0
453756,3,R,143,R,0,R,143,R,0
453792,1,R,269,A,,A,,R,269
453792,2,R,269,A,,A,,R,269
453792,3,R,269,A,,A,,R,269
454227,1,R,48751,R,43721,R,4525,R,505
454227,2,R,23082,R,18774,R,3879,R,429
454227,3,R,22893,R,18592,R,3872,R,429
454227,11,R,189,R,182,R,7,R,0
454227,12,R,25669,R,24947,R,646,R,76
454236,1,R,529,R,20,R,393,R,116
454236,2,R,529,R,20,R,393,R,116
454236,3,R,528,R,20,R,392,R,116
454236,11,R,1,R,0,R,1,R,0
454245,1,R,1038,R,21,R,937,R,80
454245,2,R,1038,R,21,R,937,R,80
454245,3,R,1038,R,21,R,937,R,80
454537,1,R,128,A,,A,,R,128
454537,2,R,128,A,,A,,R,128
454537,3,R,128,A,,A,,R,128
454546,1,R,418,A,,A,,R,418
454546,2,R,418,A,,A,,R,418
454546,3,R,418,A,,A,,R,418
454555,1,R,394,A,,A,,R,394
454555,2,R,394,A,,A,,R,394
454555,3,R,394,A,,A,,R,394
454582,1,R,1522,R,799,R,625,R,98
454582,2,R,809,R,700,R,95,R,14
454582,3,R,475,R,371,R,90,R,14
454582,11,R,334,R,329,R,5,R,0
454582,12,R,713,R,99,R,530,R,84
454607,1,R,565,A,,A,,R,565
454607,2,R,565,A,,A,,R,565
454607,3,R,565,A,,A,,R,565
454652,1,R,158,A,,A,,R,158
454652,2,R,158,A,,A,,R,158
454652,3,R,158,A,,A,,R,158
454689,1,R,532,R,532,A,,A,
454689,2,R,1,R,1,A,,A,
454689,3,R,1,R,1,A,,A,
454689,12,R,531,R,531,A,,A,
454698,1,R,546,A,,A,,R,546
454698,2,R,546,A,,A,,R,546
454698,3,R,546,A,,A,,R,546
454722,1,R,47,A,,A,,R,47
454722,2,R,47,A,,A,,R,47
454722,3,R,47,A,,A,,R,47
454759,1,R,70,A,,A,,R,70
454759,2,R,70,A,,A,,R,70
454759,3,R,70,A,,A,,R,70
454768,1,R,319,A,,A,,R,319
454768,2,R,319,A,,A,,R,319
454768,3,R,319,A,,A,,R,319
454777,1,R,335,A,,A,,R,335
454777,2,R,335,A,,A,,R,335
454777,3,R,335,A,,A,,R,335
454786,1,R,1051,R,82,R,965,R,4
454786,2,R,1051,R,82,R,965,R,4
454786,3,R,1051,R,82,R,965,R,4
454795,1,R,329,R,0,R,142,R,187
454795,2,R,329,R,0,R,142,R,187
454795,3,R,329,R,0,R,142,R,187
454801,1,R,288,A,,A,,R,288
454801,2,R,288,A,,A,,R,288
454801,3,R,288,A,,A,,R,288
454810,1,R,14363,R,0,R,13891,R,472
454810,2,R,14363,R,0,R,13891,R,472
454810,3,R,14363,R,0,R,13891,R,472
454829,1,R,6615,R,6330,R,285,R,0
454829,2,R,3148,R,2863,R,285,R,0
454829,3,R,3141,R,2856,R,285,R,0
454829,11,R,7,R,7,R,0,R,0
454829,12,R,3467,R,3467,R,0,R,0
454838,1,R,39,A,,A,,R,39
454838,12,R,39,A,,A,,R,39
454856,1,R,1242,R,374,R,678,R,190
454856,2,R,1161,R,293,R,678,R,190
454856,3,R,1161,R,293,R,678,R,190
454856,12,R,81,R,81,R,0,R,0
454865,1,R,2163,R,541,R,1398,R,224
454865,2,R,2163,R,541,R,1398,R,224
454865,3,R,2163,R,541,R,1398,R,224
454874,1,R,138,A,,A,,R,138
454874,2,R,138,A,,A,,R,138
454874,3,R,138,A,,A,,R,138
454917,1,R,1406,A,,A,,R,1406
454917,2,R,1406,A,,A,,R,1406
454917,3,R,1406,A,,A,,R,1406
454926,1,R,433,A,,A,,R,433
454926,2,R,433,A,,A,,R,433
454926,3,R,433,A,,A,,R,433
454935,1,R,78,A,,A,,R,78
454935,2,R,78,A,,A,,R,78
454935,3,R,78,A,,A,,R,78
454944,1,R,375,A,,A,,R,375
454944,2,R,375,A,,A,,R,375
454944,3,R,375,A,,A,,R,375
454953,1,R,86,A,,A,,R,86
454953,2,R,86,A,,A,,R,86
454953,3,R,86,A,,A,,R,86
454962,1,R,65,A,,A,,R,65
454962,2,R,65,A,,A,,R,65
454962,3,R,65,A,,A,,R,65
454971,1,R,357,A,,A,,R,357
454971,2,R,357,A,,A,,R,357
454971,3,R,357,A,,A,,R,357
454980,1,R,239,A,,A,,R,239
454980,2,R,239,A,,A,,R,239
454980,3,R,239,A,,A,,R,239
454999,1,R,235,A,,A,,R,235
454999,2,R,235,A,,A,,R,235
454999,3,R,235,A,,A,,R,235
455008,1,R,298,A,,A,,R,298
455008,2,R,298,A,,A,,R,298
455008,3,R,298,A,,A,,R,298
455026,1,R,99,A,,A,,R,99
455026,2,R,99,A,,A,,R,99
455026,3,R,99,A,,A,,R,99
455062,1,R,96,A,,A,,R,96
455062,2,R,96,A,,A,,R,96
455062,3,R,96,A,,A,,R,96
455071,1,R,188,A,,A,,R,188
455071,2,R,188,A,,A,,R,188
455071,3,R,188,A,,A,,R,188
455080,1,R,463,A,,A,,R,463
455080,2,R,463,A,,A,,R,463
455080,3,R,463,A,,A,,R,463
455099,1,R,137,R,27,R,78,R,32
455099,12,R,137,R,27,R,78,R,32
455105,1,R,130,A,,A,,R,130
455105,2,R,130,A,,A,,R,130
455105,3,R,130,A,,A,,R,130
455114,1,R,22111,R,3156,R,4360,R,14595
455114,2,R,22111,R,3156,R,4360,R,14595
455114,3,R,7699,R,2408,R,3686,R,1605
455114,11,R,14412,R,748,R,674,R,12990
455141,1,R,296,R,0,R,192,R,104
455141,2,R,296,R,0,R,192,R,104
455141,3,R,296,R,0,R,192,R,104
455178,1,R,111,Z,0,R,111,R,0
455178,12,R,111,Z,0,R,111,R,0
455187,1,R,327,A,,A,,R,327
455187,2,R,327,A,,A,,R,327
455187,3,R,327,A,,A,,R,327
455196,1,R,6063,R,7,R,1286,R,4770
455196,2,R,6063,R,7,R,1286,R,4770
455196,3,R,6063,R,7,R,1286,R,4770
455202,1,R,662,A,,A,,R,662
455202,2,R,662,A,,A,,R,662
455202,3,R,651,A,,A,,R,651
455202,11,R,11,A,,A,,R,11
455211,1,R,506,A,,A,,R,506
455211,2,R,506,A,,A,,R,506
455211,3,R,506,A,,A,,R,506
455220,1,R,232,A,,A,,R,232
455220,2,R,232,A,,A,,R,232
455220,3,R,232,A,,A,,R,232
455257,1,R,461,A,,A,,R,461
455257,2,R,461,A,,A,,R,461
455257,3,R,461,A,,A,,R,461
455275,1,R,434,R,0,R,275,R,159
455275,2,R,434,R,0,R,275,R,159
455275,3,R,434,R,0,R,275,R,159
455284,1,R,360,A,,A,,R,360
455284,2,R,360,A,,A,,R,360
455284,3,R,360,A,,A,,R,360
455327,1,R,83,R,0,R,76,R,7
455327,2,R,83,R,0,R,76,R,7
455327,3,R,83,R,0,R,76,R,7
455336,1,R,261,R,0,R,227,R,34
455336,2,R,261,R,0,R,227,R,34
455336,3,R,261,R,0,R,227,R,34
455354,1,R,432,A,,A,,R,432
455354,2,R,432,A,,A,,R,432
455354,3,R,432,A,,A,,R,432
455381,1,R,237,A,,A,,R,237
455381,2,R,237,A,,A,,R,237
455381,3,R,237,A,,A,,R,237
455406,1,R,675,A,,A,,R,675
455406,12,R,675,A,,A,,R,675
455433,1,R,567,R,37,R,444,R,86
455433,12,R,567,R,37,R,444,R,86
455460,1,R,298,A,,A,,R,298
455460,2,R,298,A,,A,,R,298
455460,3,R,298,A,,A,,R,298
455479,1,R,1015,R,0,R,789,R,226
455479,2,R,1015,R,0,R,789,R,226
455479,3,R,1015,R,0,R,789,R,226
455488,1,R,551,A,,A,,R,551
455488,2,R,551,A,,A,,R,551
455488,3,R,551,A,,A,,R,551
455512,1,R,6138,R,3580,R,1432,R,1126
455512,2,R,6138,R,3580,R,1432,R,1126
455512,3,R,4606,R,2690,R,1315,R,601
455512,11,R,1532,R,890,R,117,R,525
455628,1,R,736,R,0,R,317,R,419
455628,2,R,736,R,0,R,317,R,419
455628,3,R,736,R,0,R,317,R,419
455664,1,R,4787,R,4061,R,695,R,31
455664,2,R,599,R,582,R,17,R,0
455664,3,R,599,R,582,R,17,R,0
455664,12,R,4188,R,3479,R,678,R,31
455707,1,R,89,A,,A,,R,89
455707,2,R,89,A,,A,,R,89
455707,3,R,89,A,,A,,R,89
455725,1,R,1126,A,,A,,R,1126
455725,2,R,1126,A,,A,,R,1126
455725,3,R,1126,A,,A,,R,1126
455734,1,R,325,R,22,R,0,R,303
455734,2,R,325,R,22,R,0,R,303
455734,3,R,325,R,22,R,0,R,303
455761,1,R,652,A,,A,,R,652
455761,2,R,652,A,,A,,R,652
455761,3,R,652,A,,A,,R,652
455770,1,R,154,A,,A,,R,154
455770,2,R,154,A,,A,,R,154
455770,3,R,151,A,,A,,R,151
455770,11,R,3,A,,A,,R,3
455798,1,R,155,A,,A,,R,155
455798,2,R,155,A,,A,,R,155
455798,3,R,155,A,,A,,R,155
455804,1,R,140,R,48,R,34,R,58
455804,12,R,140,R,48,R,34,R,58
455813,1,R,67,A,,A,,R,67
455813,12,R,67,A,,A,,R,67
455831,1,R,581,A,,A,,R,581
455831,2,R,581,A,,A,,R,581
455831,3,R,581,A,,A,,R,581
455859,1,R,441,A,,A,,R,441
455859,2,R,441,A,,A,,R,441
455859,3,R,441,A,,A,,R,441
455868,1,R,595,R,14,R,69,R,512
455868,2,R,595,R,14,R,69,R,512
455868,3,R,595,R,14,R,69,R,512
455877,1,R,185,A,,A,,R,185
455877,2,R,185,A,,A,,R,185
455877,3,R,185,A,,A,,R,185
455886,1,R,314,A,,A,,R,314
455886,2,R,314,A,,A,,R,314
455886,3,R,314,A,,A,,R,314
455895,1,R,795,A,,A,,R,795
455895,2,R,795,A,,A,,R,795
455895,3,R,795,A,,A,,R,795
455901,1,R,220,A,,A,,R,220
